year,make,model,condition,odometer,sellingprice
2012,Ford,F-350 Super Duty,44.0,23785.0,34000.0
2012,Ford,F-350 Super Duty,5.0,7326.0,44000.0
2012,Ford,F-350 Super Duty,47.0,46344.0,41000.0
2012,Ford,F-150,49.0,13259.0,37000.0
2012,Ford,F-250 Super Duty,44.0,42020.0,40900.0
2012,Ford,F-150,47.0,27687.0,33500.0
2012,Ford,F-150,39.0,28579.0,33100.0
2012,Ford,F-150,35.0,63062.0,35500.0
2012,Ford,F-150,47.0,49479.0,32800.0
2012,Ford,F-150,42.0,43323.0,30600.0
2012,Ford,Shelby GT500,23.0,33876.0,34200.0
2012,GMC,Yukon,47.0,48840.0,36600.0
2012,Infiniti,FX,42.0,16296.0,34600.0
2012,Infiniti,M,35.0,27281.0,30600.0
2012,Jaguar,XJ,39.0,36140.0,47000.0
2012,Infiniti,QX,49.0,51437.0,40000.0
2012,Jaguar,XF,27.0,34380.0,33750.0
2012,Jeep,Grand Cherokee,44.0,52394.0,43750.0
2012,Infiniti,QX,27.0,75566.0,35400.0
2012,Lexus,LS 460,37.0,14431.0,41000.0
2012,Lexus,RX 350,44.0,20607.0,32400.0
2012,Lexus,LS 460,39.0,59441.0,35000.0
2012,Lexus,LS 460,43.0,42870.0,37700.0
2012,Lexus,RX 350,47.0,10936.0,33600.0
2012,Lexus,LS 460,41.0,33354.0,37800.0
2012,Lexus,GX 460,47.0,33452.0,39000.0
2012,Lexus,RX 350,47.0,25160.0,31400.0
2012,Lexus,LS 460,48.0,44905.0,39000.0
2012,Lexus,RX 350,5.0,32477.0,31700.0
2012,Lexus,LS 460,43.0,10534.0,42000.0
2012,Lexus,RX 450h,31.0,13875.0,32800.0
2012,Mercedes-Benz,E-Class,35.0,40317.0,32000.0
2012,Mercedes-Benz,M-Class,39.0,28440.0,36500.0
2012,Mercedes-Benz,CLS-Class,41.0,27940.0,45250.0
2012,Mercedes-Benz,E-Class,34.0,18155.0,31000.0
2012,Mercedes-Benz,E-Class,36.0,22935.0,33000.0
2012,Mercedes-Benz,E-Class,38.0,17318.0,41500.0
2012,Mercedes-Benz,SL-Class,41.0,7495.0,61750.0
2012,Mercedes-Benz,E-Class,41.0,9291.0,32500.0
2012,Mercedes-Benz,M-Class,45.0,38845.0,34000.0
2012,Mercedes-Benz,S-Class,4.0,25768.0,44500.0
2012,Mercedes-Benz,M-Class,38.0,22553.0,33500.0
2012,Mercedes-Benz,S-Class,1.0,37938.0,35750.0
2012,Mercedes-Benz,M-Class,26.0,41267.0,32000.0
2012,Mercedes-Benz,S-Class,43.0,17871.0,46000.0
2012,Mercedes-Benz,S-Class,35.0,39711.0,43750.0
2012,Mercedes-Benz,M-Class,25.0,40105.0,33750.0
2012,Mercedes-Benz,M-Class,45.0,53902.0,33500.0
2012,Mercedes-Benz,E-Class,36.0,8894.0,32000.0
2012,Mercedes-Benz,E-Class,43.0,17756.0,57500.0
2012,Mercedes-Benz,M-Class,39.0,32725.0,38000.0
2012,Mercedes-Benz,S-Class,21.0,53841.0,36000.0
2012,Porsche,Panamera,41.0,51250.0,46500.0
2012,Porsche,Panamera,31.0,24109.0,58000.0
2012,Porsche,Panamera,49.0,22642.0,55250.0
2012,Porsche,Panamera,34.0,30518.0,53250.0
2012,Porsche,Panamera,36.0,40151.0,48000.0
2012,Porsche,Panamera,42.0,26319.0,61500.0
2012,Porsche,Panamera,46.0,28990.0,52500.0
2012,Porsche,Panamera,36.0,27516.0,52750.0
2012,Porsche,Panamera,42.0,28716.0,60250.0
2012,Porsche,Panamera,36.0,22156.0,59000.0
2012,Porsche,Cayenne,44.0,35301.0,39000.0
2012,Porsche,Panamera,44.0,23581.0,53000.0
2012,Porsche,Panamera,46.0,29804.0,60500.0
2012,Porsche,Panamera,46.0,33516.0,58250.0
2012,Porsche,911,43.0,6762.0,78250.0
2012,Porsche,Panamera,42.0,36010.0,52250.0
2012,Porsche,Panamera,37.0,29479.0,46000.0
2012,Toyota,Tundra,38.0,16412.0,30750.0
2011,Acura,MDX,44.0,16697.0,36000.0
2011,Audi,A8,25.0,30726.0,35200.0
2011,Audi,Q7,37.0,44740.0,37500.0
2011,Chevrolet,Silverado 2500HD,4.0,68776.0,34600.0
2011,Ford,F-350 Super Duty,26.0,33052.0,35000.0
2011,Ford,F-150,43.0,46100.0,37500.0
2011,Ford,F-250 Super Duty,47.0,91252.0,33800.0
2011,Ford,F-150,5.0,33494.0,39500.0
2014,Chevrolet,Suburban,45.0,29243.0,31800.0
2014,Chevrolet,Suburban,49.0,47883.0,39700.0
2014,Chevrolet,Tahoe,47.0,35972.0,41100.0
2014,Chevrolet,Suburban,37.0,44776.0,37600.0
2014,Chevrolet,Tahoe,46.0,26561.0,34100.0
2014,Chevrolet,Tahoe,4.0,43056.0,38000.0
2014,Chevrolet,Tahoe,44.0,40524.0,39000.0
2014,Chevrolet,Tahoe,38.0,23692.0,35000.0
2014,Chevrolet,Tahoe,43.0,20885.0,32100.0
2014,Chevrolet,Suburban,45.0,44466.0,39500.0
2014,Chevrolet,Tahoe,45.0,22291.0,34200.0
2011,Infiniti,QX56,23.0,27741.0,40800.0
2011,Jaguar,XJ,36.0,22955.0,38000.0
2011,Jaguar,XJ,48.0,34664.0,38500.0
2011,Land Rover,Range Rover Sport,47.0,43048.0,38000.0
2011,Land Rover,Range Rover Sport,32.0,39790.0,35000.0
2011,Land Rover,Range Rover Sport,41.0,55801.0,33000.0
2011,Land Rover,Range Rover,45.0,57549.0,46000.0
2011,Lexus,LS 460,23.0,40432.0,31400.0
2011,Land Rover,Range Rover Sport,37.0,44438.0,38000.0
2011,Lincoln,Navigator,3.0,40086.0,31200.0
2011,Mercedes-Benz,GL-Class,37.0,50685.0,33250.0
2011,Mercedes-Benz,CL-Class,4.0,42714.0,44500.0
2011,Mercedes-Benz,E-Class,4.0,25908.0,45500.0
2014,Chevrolet,Traverse,49.0,15644.0,32600.0
2014,Chrysler,200,44.0,23698.0,31000.0
2011,Porsche,911,37.0,51085.0,53750.0
2011,Porsche,911,27.0,21214.0,59000.0
2011,Porsche,911,44.0,21195.0,60250.0
2011,Ram,3500,43.0,20954.0,35900.0
2011,Porsche,Panamera,25.0,30793.0,43500.0
2011,Porsche,Boxster,45.0,28588.0,32000.0
2010,BMW,6 Series,5.0,33405.0,35600.0
2010,Cadillac,Escalade,41.0,20562.0,37700.0
2010,Land Rover,Range Rover,44.0,60653.0,40000.0
2010,Land Rover,Range Rover Sport,49.0,52775.0,31750.0
2010,Mercedes-Benz,CL-Class,5.0,69560.0,32000.0
2009,Audi,R8,45.0,31665.0,82500.0
2014,Ram,1500,41.0,12579.0,34200.0
2014,Ram,1500,36.0,16639.0,33100.0
2015,Chevrolet,Suburban,5.0,23376.0,43500.0
2015,Chevrolet,Suburban,49.0,23511.0,48000.0
2015,Ford,F-350 Super Duty,5.0,4475.0,50600.0
2015,Chevrolet,Tahoe,35.0,20969.0,43500.0
2015,Chevrolet,Tahoe,29.0,8845.0,49800.0
2006,Mazda,Tribute,29.0,1.0,35000.0
2014,Ford,F-350 Super Duty,5.0,9668.0,42500.0
2014,Ford,Explorer,47.0,23509.0,31500.0
2014,Ford,Expedition,43.0,39014.0,31400.0
2014,Ford,Expedition,38.0,16499.0,36900.0
2014,Ford,Expedition,44.0,18931.0,39800.0
2014,Ford,Expedition,44.0,20787.0,35000.0
2014,Ford,Explorer,46.0,25073.0,32700.0
2014,Ford,Expedition,49.0,14841.0,34000.0
2014,Ford,Expedition,39.0,33355.0,31300.0
2014,Ford,Expedition,48.0,26686.0,36100.0
2014,Ford,Expedition,41.0,32560.0,32100.0
2014,Ford,Expedition,46.0,36955.0,32000.0
2014,Ford,Expedition,35.0,41251.0,32000.0
2014,Ford,Expedition,5.0,14133.0,40800.0
2015,Ford,Explorer,49.0,22707.0,33400.0
2015,Ford,F-250 Super Duty,39.0,13457.0,39800.0
2015,GMC,Yukon,5.0,12647.0,55750.0
2015,Ford,F-250 Super Duty,49.0,11985.0,33500.0
2014,Ford,Explorer,31.0,13689.0,37000.0
2014,Ford,F-150,5.0,17208.0,38600.0
2014,Ford,Explorer,49.0,17477.0,37400.0
2014,Ford,Explorer,28.0,15155.0,34800.0
2014,Ford,Explorer,47.0,3812.0,39000.0
2014,Ford,Explorer,34.0,14051.0,36900.0
2014,Ford,Explorer,5.0,19477.0,35000.0
2014,Ford,Explorer,49.0,27291.0,34000.0
2014,Ford,Explorer,5.0,5276.0,36200.0
2014,Ford,F-150,5.0,7937.0,53300.0
2014,Ford,F-150,43.0,15096.0,39500.0
2014,Ford,F-150,31.0,22602.0,34700.0
2014,Ford,Fiesta,42.0,35314.0,30900.0
2014,Ford,F-250 Super Duty,35.0,20020.0,40800.0
2014,Ford,F-250 Super Duty,5.0,20456.0,49300.0
2014,Ford,F-250 Super Duty,44.0,15768.0,37100.0
2014,Ford,F-250 Super Duty,39.0,16461.0,48000.0
2014,GMC,Acadia,49.0,6255.0,39900.0
2014,GMC,Sierra 1500,46.0,7996.0,33500.0
2014,GMC,Yukon,42.0,29070.0,31900.0
2014,Hyundai,Equus,44.0,9420.0,43000.0
2014,GMC,Yukon XL,46.0,46566.0,31000.0
2014,Infiniti,Q50,29.0,8240.0,31200.0
2014,Infiniti,QX70,35.0,14515.0,39300.0
2014,Infiniti,Q50,44.0,22229.0,34500.0
2014,Infiniti,Q50,28.0,15737.0,32200.0
2014,Infiniti,QX60,48.0,5964.0,38000.0
2014,Infiniti,QX60,38.0,6840.0,42600.0
2014,Infiniti,QX60,46.0,9949.0,43400.0
2014,Infiniti,Q50,5.0,382.0,35600.0
2014,Infiniti,Q60 Convertible,47.0,16161.0,37600.0
2014,Infiniti,Q50,36.0,20259.0,32000.0
2014,Infiniti,Q50,48.0,12500.0,33200.0
2014,Jeep,Grand Cherokee,48.0,17396.0,32800.0
2014,Jeep,Grand Cherokee,4.0,32153.0,31700.0
2014,Jeep,Grand Cherokee,42.0,21768.0,31500.0
2014,Jeep,Grand Cherokee,4.0,15945.0,32900.0
2014,Jeep,Grand Cherokee,4.0,17013.0,31000.0
2014,Jeep,Grand Cherokee,5.0,15153.0,31400.0
2014,Jeep,Grand Cherokee,5.0,6999.0,38750.0
2014,Jeep,Grand Cherokee,5.0,17227.0,33200.0
2014,Jeep,Grand Cherokee,46.0,22948.0,31000.0
2014,Jeep,Grand Cherokee,4.0,15216.0,32500.0
2014,Jeep,Wrangler,49.0,3232.0,33000.0
2014,Jeep,Wrangler,5.0,6233.0,32000.0
2014,Lexus,IS 350,37.0,8483.0,35100.0
2014,Lexus,ES 350,45.0,6751.0,31500.0
2014,Lexus,LX 570,46.0,12687.0,75000.0
2014,Lexus,RX 350,43.0,21623.0,35800.0
2014,Lexus,RX 350,45.0,14590.0,37000.0
2014,Lincoln,MKX,45.0,27963.0,33400.0
2014,Lincoln,Navigator,38.0,24351.0,34400.0
2014,Lincoln,MKZ,5.0,2783.0,33100.0
2014,Lincoln,Navigator,48.0,14658.0,42500.0
2014,Maserati,Ghibli,48.0,1727.0,67000.0
2014,Lincoln,Navigator,43.0,20972.0,35000.0
2014,Lincoln,Navigator,41.0,22336.0,34800.0
2014,Lincoln,MKX,5.0,7007.0,36300.0
2015,Nissan,GT-R,44.0,2887.0,86400.0
2014,Mercedes-Benz,G-Class,5.0,1737.0,134500.0
2014,Mercedes-Benz,SLK-Class,46.0,17545.0,35200.0
2014,Mercedes-Benz,GLK-Class,49.0,9188.0,37750.0
2014,Mercedes-Benz,E-Class,44.0,28792.0,39250.0
2014,Mercedes-Benz,GLK-Class,47.0,11741.0,36750.0
2014,Nissan,Pathfinder,44.0,10555.0,33200.0
2014,Nissan,Pathfinder,44.0,15954.0,31400.0
2014,Nissan,Pathfinder,44.0,21373.0,32000.0
2014,Porsche,Cayenne,5.0,7136.0,56600.0
2014,Porsche,Panamera,39.0,6736.0,64500.0
2014,Porsche,Cayman,5.0,5113.0,53000.0
2014,Ram,1500,46.0,16191.0,34000.0
2014,Ram,2500,4.0,25005.0,35000.0
2014,Ram,2500,4.0,15948.0,44250.0
2014,Ram,2500,38.0,12910.0,44750.0
2014,Ram,3500,39.0,66030.0,35750.0
2014,Ram,2500,5.0,23785.0,44000.0
2014,Ram,2500,45.0,12291.0,36750.0
2014,Ram,1500,49.0,15284.0,33800.0
2014,Ram,2500,4.0,14480.0,36000.0
2014,Toyota,FJ Cruiser,44.0,5867.0,32100.0
2014,Toyota,Tundra,28.0,11244.0,39250.0
2014,Toyota,Tundra,47.0,14304.0,31000.0
2014,Toyota,FJ Cruiser,44.0,5562.0,32500.0
2013,Acura,MDX,34.0,15565.0,34400.0
2013,Audi,A6,39.0,37761.0,38200.0
2014,Audi,A4,46.0,20080.0,33500.0
2014,Audi,S7,48.0,13844.0,75400.0
2014,BMW,5 Series,42.0,13692.0,35000.0
2014,Audi,A5,39.0,690.0,35000.0
2014,Audi,Q5,47.0,29308.0,42400.0
2013,BMW,6 Series,28.0,20364.0,45000.0
2013,Audi,Q7,32.0,13849.0,35000.0
2013,BMW,1 Series,41.0,11907.0,31250.0
2013,BMW,5 Series,41.0,18894.0,36800.0
2013,BMW,7 Series,43.0,31640.0,54250.0
2013,Audi,A7,42.0,8974.0,48500.0
2013,Audi,Q5,4.0,39664.0,34700.0
2013,Cadillac,Escalade,39.0,38112.0,42500.0
2013,Chevrolet,Silverado 1500,49.0,9941.0,35400.0
2013,Chevrolet,Silverado 1500,45.0,10108.0,30800.0
2013,Chevrolet,Camaro,41.0,21537.0,37500.0
2013,Chevrolet,Silverado 2500HD,41.0,40918.0,31300.0
2013,Chevrolet,Camaro,48.0,19344.0,43000.0
2013,Chevrolet,Tahoe,43.0,40445.0,31100.0
2013,Chevrolet,Tahoe,41.0,55674.0,33000.0
2013,Ford,F-350 Super Duty,37.0,8951.0,38100.0
2013,Ford,F-350 Super Duty,45.0,46701.0,44500.0
2014,BMW,6 Series Gran Coupe,4.0,17214.0,58000.0
2014,BMW,M6,48.0,6881.0,92000.0
2014,Buick,Enclave,49.0,12623.0,30900.0
2014,Buick,Enclave,5.0,14961.0,30900.0
2013,Ford,Explorer,41.0,24811.0,34000.0
2013,Ford,Explorer,42.0,10302.0,31900.0
2013,Ford,Explorer,41.0,21857.0,35100.0
2013,Ford,Explorer,49.0,19075.0,30600.0
2013,Ford,Explorer,4.0,24916.0,34900.0
2013,Ford,Explorer,46.0,8930.0,32500.0
2013,Ford,Explorer,41.0,39003.0,32600.0
2013,Ford,Explorer,41.0,15677.0,36500.0
2013,Ford,Explorer,43.0,15534.0,31500.0
2013,Ford,Explorer,42.0,23795.0,35600.0
2013,Ford,F-150,35.0,23281.0,35800.0
2013,Ford,F-250 Super Duty,5.0,22625.0,43000.0
2013,Ford,F-150,38.0,35594.0,33500.0
2013,Ford,F-250 Super Duty,28.0,53059.0,31100.0
2013,Ford,F-150,42.0,60751.0,32900.0
2013,Ford,F-150,23.0,26877.0,31000.0
2013,Ford,Explorer,43.0,30022.0,31300.0
2013,Ford,Mustang,35.0,23308.0,33000.0
2013,GMC,Sierra 2500HD,27.0,19301.0,32250.0
2014,Chevrolet,Silverado 1500,22.0,9225.0,33500.0
2014,Cadillac,SRX,43.0,17775.0,32400.0
2014,Chevrolet,Silverado 1500,35.0,21965.0,34300.0
2014,Chevrolet,Silverado 1500,42.0,13283.0,33400.0
2014,Cadillac,Escalade,39.0,33835.0,47800.0
2014,Chevrolet,Silverado 1500,49.0,12578.0,33600.0
2014,Cadillac,XTS,5.0,7970.0,46000.0
2014,Chevrolet,Silverado 2500HD,35.0,13517.0,38250.0
2014,Cadillac,SRX,37.0,25474.0,32500.0
2013,Infiniti,M,43.0,11335.0,32400.0
2013,Infiniti,JX,48.0,30114.0,34600.0
2013,Infiniti,JX,43.0,34290.0,32600.0
2013,Infiniti,JX,34.0,38446.0,33400.0
2013,Infiniti,QX,37.0,40388.0,46200.0
2013,Jaguar,XK,24.0,12734.0,42000.0
2013,Jeep,Wrangler,5.0,6602.0,30800.0
2013,Jaguar,XK,46.0,11124.0,63250.0
2013,Jeep,Wrangler,45.0,28840.0,31000.0
2013,Lexus,GS 350,35.0,20585.0,32000.0
2013,Lexus,GS 350,45.0,24459.0,33400.0
2013,Lexus,GS 350,27.0,20844.0,31000.0
2013,Lexus,GS 350,43.0,20815.0,32000.0
2013,Land Rover,Range Rover Sport,39.0,32075.0,49750.0
2013,Land Rover,LR4,47.0,13950.0,56750.0
2013,Lexus,RX 450h,49.0,37405.0,35800.0
2013,Lexus,RX 350,42.0,21523.0,31400.0
2013,Lexus,RX 350,42.0,26744.0,32200.0
2013,Lexus,RX 350,5.0,13915.0,35500.0
2013,Lexus,RX 350,41.0,20135.0,30700.0
2013,Lincoln,Navigator,48.0,33855.0,33300.0
2013,Lincoln,Navigator,46.0,21198.0,39000.0
2013,Mercedes-Benz,S-Class,37.0,33252.0,46500.0
2013,Mercedes-Benz,GL-Class,29.0,21817.0,45250.0
2013,Mercedes-Benz,S-Class,33.0,31776.0,48000.0
2013,Mercedes-Benz,E-Class,38.0,17213.0,33250.0
2013,Mercedes-Benz,E-Class,39.0,26919.0,31000.0
2013,Mercedes-Benz,S-Class,43.0,26012.0,49250.0
2013,Mercedes-Benz,S-Class,41.0,27469.0,48000.0
2013,Mercedes-Benz,S-Class,42.0,21465.0,54000.0
2013,Mercedes-Benz,S-Class,42.0,15373.0,55500.0
2013,Mercedes-Benz,S-Class,41.0,12554.0,53000.0
2013,Mercedes-Benz,E-Class,37.0,17164.0,33250.0
2013,Mercedes-Benz,E-Class,43.0,13028.0,33250.0
2013,Mercedes-Benz,GL-Class,37.0,41476.0,43700.0
2013,Mercedes-Benz,E-Class,42.0,16895.0,33000.0
2013,Mercedes-Benz,E-Class,42.0,23910.0,34750.0
2013,Mercedes-Benz,S-Class,37.0,24350.0,52250.0
2013,Mercedes-Benz,E-Class,36.0,21751.0,31500.0
2013,Mercedes-Benz,GL-Class,44.0,11740.0,62750.0
2013,Mercedes-Benz,S-Class,36.0,13060.0,50250.0
2013,Mercedes-Benz,S-Class,42.0,23282.0,52000.0
2013,Mercedes-Benz,E-Class,39.0,19267.0,32500.0
2013,Mercedes-Benz,E-Class,37.0,9863.0,34500.0
2013,Mercedes-Benz,E-Class,4.0,19358.0,34500.0
2013,Mercedes-Benz,E-Class,2.0,8913.0,31000.0
2013,Mercedes-Benz,E-Class,4.0,25267.0,31750.0
2013,Mercedes-Benz,S-Class,44.0,5794.0,55000.0
2013,Mercedes-Benz,GLK-Class,35.0,12242.0,31000.0
2013,Mercedes-Benz,E-Class,42.0,21964.0,33000.0
2013,Mercedes-Benz,S-Class,41.0,30216.0,50000.0
2013,Mercedes-Benz,CLS-Class,38.0,35957.0,46250.0
2013,Mercedes-Benz,S-Class,36.0,19617.0,51000.0
2013,Mercedes-Benz,S-Class,37.0,24008.0,51500.0
2013,Mercedes-Benz,E-Class,43.0,16925.0,33250.0
2013,Mercedes-Benz,E-Class,41.0,18406.0,33750.0
2013,Mercedes-Benz,E-Class,38.0,24422.0,32000.0
2013,Mercedes-Benz,E-Class,37.0,34001.0,32000.0
2013,Mercedes-Benz,S-Class,36.0,16279.0,53500.0
2013,Mercedes-Benz,S-Class,37.0,24036.0,50500.0
2013,Mercedes-Benz,S-Class,36.0,27809.0,47500.0
2013,Mercedes-Benz,E-Class,39.0,23237.0,32250.0
2013,Nissan,Armada,43.0,40121.0,30800.0
2013,Porsche,Cayenne,38.0,12293.0,72250.0
2013,Porsche,Cayenne,41.0,27484.0,73750.0
2013,Porsche,911,21.0,11619.0,85000.0
2013,Porsche,911,44.0,19094.0,86000.0
2013,Porsche,911,38.0,13851.0,83750.0
2013,Porsche,911,48.0,3437.0,93250.0
2013,Porsche,911,46.0,11655.0,73500.0
2013,Porsche,911,39.0,9071.0,82750.0
2013,Porsche,Panamera,45.0,24168.0,72000.0
2013,Porsche,911,43.0,18734.0,80250.0
2013,Ram,2500,43.0,30686.0,32400.0
2013,Ram,2500,39.0,30727.0,31900.0
2013,Ram,1500,48.0,14467.0,34600.0
2013,Ram,3500,39.0,27406.0,33500.0
2013,Ram,3500,31.0,44356.0,38750.0
2013,Toyota,Tundra,34.0,54940.0,31100.0
2013,Toyota,Tundra,37.0,16494.0,31250.0
2012,Acura,MDX,39.0,21247.0,32250.0
2013,Volkswagen,Touareg,45.0,27511.0,37400.0
2012,Audi,A7,41.0,35719.0,42750.0
2012,Audi,Q5,27.0,14638.0,32750.0
2012,Audi,A8,37.0,22716.0,44800.0
2012,Audi,Q5,38.0,39426.0,31300.0
2012,Audi,A8,36.0,41602.0,45600.0
2015,Chevrolet,Silverado 3500HD,33.0,18847.0,39100.0
2014,Cadillac,SRX,5.0,5724.0,35200.0
2014,Cadillac,SRX,49.0,30094.0,31200.0
2014,Cadillac,Escalade,5.0,13782.0,53750.0
2014,Chevrolet,Silverado 1500,5.0,15964.0,38300.0
2014,Chevrolet,Silverado 1500,44.0,7198.0,36000.0
2014,Chevrolet,Silverado 1500,48.0,14859.0,32400.0
2013,Jeep,Wrangler,5.0,15948.0,33000.0
2013,Lexus,GS 350,45.0,22259.0,34200.0
2013,Lexus,GS 350,48.0,18895.0,35250.0
2013,Land Rover,Range Rover Sport,49.0,36215.0,66500.0
2013,Lexus,GS 350,42.0,22810.0,35100.0
2013,Land Rover,Range Rover Evoque,4.0,31436.0,33250.0
2013,Lexus,GS 350,48.0,24703.0,35000.0
2013,Lexus,GS 350,45.0,16852.0,36000.0
2013,Land Rover,Range Rover Evoque,42.0,30100.0,32400.0
2013,Land Rover,Range Rover Sport,38.0,15513.0,51200.0
2013,Lexus,GS 350,36.0,32992.0,32700.0
2013,Lexus,LS 460,49.0,29639.0,57750.0
2013,Lexus,GS 350,32.0,40096.0,31700.0
2013,Lexus,RX 350,35.0,20562.0,35200.0
2013,Lexus,LS 460,45.0,17964.0,51000.0
2013,Lexus,GS 350,44.0,13468.0,33000.0
2013,Lexus,GS 350,42.0,19326.0,33000.0
2013,Lexus,RX 450h,36.0,24876.0,38600.0
2013,Lexus,RX 450h,44.0,17782.0,42000.0
2013,Lexus,RX 350,46.0,19133.0,32900.0
2013,Lexus,GS 350,25.0,14023.0,33400.0
2013,Lexus,RX 350,43.0,24344.0,30800.0
2013,Lexus,RX 350,43.0,19475.0,33000.0
2013,Lexus,GS 350,41.0,4140.0,37000.0
2013,Lexus,RX 350,35.0,22218.0,31900.0
2013,Lexus,GS 350,45.0,35212.0,33000.0
2013,Lexus,RX 350,43.0,24223.0,31400.0
2013,Lexus,IS 250 C,41.0,17597.0,32400.0
2013,Lexus,RX 350,41.0,15933.0,33000.0
2013,Lincoln,Navigator,48.0,12566.0,37900.0
2013,Lincoln,Navigator,39.0,45500.0,31800.0
2013,Lincoln,Navigator,42.0,38680.0,34300.0
2013,Lincoln,Navigator,42.0,48517.0,30900.0
2013,Lincoln,MKX,43.0,15306.0,31800.0
2013,Mercedes-Benz,E-Class,41.0,15852.0,36000.0
2013,Mercedes-Benz,E-Class,33.0,14592.0,31000.0
2014,Chevrolet,Silverado 1500,5.0,8624.0,30750.0
2013,Mercedes-Benz,E-Class,38.0,8917.0,34000.0
2013,Mercedes-Benz,GLK-Class,44.0,4776.0,33800.0
2013,Mercedes-Benz,GL-Class,39.0,41577.0,47000.0
2013,Mercedes-Benz,GL-Class,47.0,13317.0,58000.0
2013,Mercedes-Benz,E-Class,39.0,19747.0,32750.0
2013,Mercedes-Benz,S-Class,44.0,16717.0,53500.0
2013,Mercedes-Benz,E-Class,32.0,20055.0,31750.0
2013,Mercedes-Benz,GL-Class,3.0,40646.0,46500.0
2013,Mercedes-Benz,E-Class,35.0,14052.0,33000.0
2013,Mercedes-Benz,S-Class,39.0,11645.0,50500.0
2013,Mercedes-Benz,E-Class,36.0,11186.0,31500.0
2013,Mercedes-Benz,S-Class,38.0,14214.0,54000.0
2013,Mercedes-Benz,GL-Class,36.0,37915.0,46801.0
2013,Mercedes-Benz,E-Class,46.0,22476.0,32500.0
2013,Mercedes-Benz,S-Class,34.0,21545.0,52000.0
2013,Mercedes-Benz,E-Class,31.0,16111.0,31750.0
2013,Mercedes-Benz,GL-Class,39.0,11020.0,52500.0
2013,Mercedes-Benz,E-Class,34.0,21806.0,32000.0
2013,Mercedes-Benz,GL-Class,43.0,39825.0,45701.0
2013,Mercedes-Benz,E-Class,43.0,23965.0,36500.0
2013,Mercedes-Benz,S-Class,43.0,22839.0,51000.0
2013,Mercedes-Benz,S-Class,44.0,23167.0,51000.0
2013,Mercedes-Benz,SL-Class,43.0,15807.0,70500.0
2013,Mercedes-Benz,S-Class,41.0,23849.0,52750.0
2013,Porsche,Cayenne,43.0,29688.0,59000.0
2013,Ram,2500,47.0,29309.0,33200.0
2013,Porsche,Boxster,39.0,23101.0,47000.0
2013,Porsche,Boxster,5.0,1824.0,45000.0
2013,Subaru,Impreza WRX,5.0,8245.0,32000.0
2013,Toyota,Highlander Hybrid,32.0,30879.0,32000.0
2013,Toyota,Tundra,5.0,48846.0,32250.0
2013,Toyota,Tundra,45.0,18488.0,38000.0
2012,Audi,Q5,39.0,31956.0,32600.0
2012,Audi,Q5,46.0,43826.0,34200.0
2012,Audi,A8,5.0,24833.0,45500.0
2012,Audi,A6,41.0,17593.0,36750.0
2012,Audi,S4,44.0,33003.0,31200.0
2012,Audi,A7,35.0,29013.0,41000.0
2012,Audi,S4,42.0,15206.0,35000.0
2012,Audi,A7,4.0,36882.0,43250.0
2012,Audi,Q7,43.0,47268.0,39000.0
2012,BMW,5 Series,43.0,30371.0,39000.0
2012,BMW,5 Series,43.0,33018.0,32250.0
2012,BMW,5 Series,48.0,22397.0,36750.0
2012,BMW,6 Series,25.0,25245.0,42500.0
2012,BMW,5 Series,41.0,37798.0,33000.0
2012,BMW,X5,47.0,49157.0,35000.0
2012,BMW,7 Series,39.0,45885.0,35000.0
2012,BMW,7 Series,35.0,65489.0,32000.0
2012,BMW,X5,19.0,39579.0,31500.0
2012,BMW,6 Series,38.0,50072.0,41000.0
2012,BMW,X5,38.0,66210.0,31000.0
2012,Cadillac,CTS-V Wagon,28.0,20499.0,50500.0
2012,BMW,X5,43.0,46080.0,33000.0
2012,Bentley,Continental Flying Spur,44.0,15641.0,102000.0
2012,Chevrolet,Tahoe,47.0,32778.0,39800.0
2012,Dodge,Challenger,39.0,20204.0,31500.0
2012,Ford,F-350 Super Duty,5.0,21403.0,44100.0
2012,Fisker,Karma,42.0,1806.0,54500.0
2012,Ford,F-350 Super Duty,37.0,107891.0,31300.0
2012,Ford,Expedition,41.0,31990.0,30600.0
2012,Ford,F-150,43.0,8304.0,32400.0
2012,Ford,F-150,34.0,38974.0,31600.0
2012,Ford,F-150,49.0,26284.0,33600.0
2012,Ford,F-150,3.0,42965.0,30900.0
2012,Ford,F-250 Super Duty,5.0,59759.0,38400.0
2012,Ford,F-150,48.0,58214.0,31400.0
2012,Ford,F-250 Super Duty,5.0,2314.0,47400.0
2012,Ford,F-250 Super Duty,43.0,16514.0,35300.0
2012,Ford,F-150,45.0,39195.0,32700.0
2012,Ford,F-150,44.0,35587.0,32400.0
2012,Ford,F-150,39.0,19942.0,35500.0
2012,GMC,Sierra 2500HD,43.0,58694.0,42400.0
2012,GMC,Sierra 1500,47.0,32904.0,30800.0
2012,GMC,Sierra 1500,45.0,48426.0,30800.0
2012,Jaguar,XF,42.0,19909.0,37500.0
2012,Infiniti,QX,44.0,52982.0,43400.0
2012,Infiniti,QX,4.0,58305.0,38900.0
2012,Jeep,Grand Cherokee,44.0,60152.0,38100.0
2012,Infiniti,QX,43.0,38581.0,41250.0
2012,Jeep,Grand Cherokee,47.0,38375.0,31500.0
2012,Infiniti,QX,34.0,26335.0,45100.0
