year,make,model,condition,odometer,sellingprice
2014,Lexus,ES 350,47.0,5106.0,32600.0
2014,Land Rover,Range Rover Sport,49.0,14608.0,67500.0
2014,Lexus,ES 350,5.0,8579.0,34400.0
2014,Lexus,ES 350,48.0,4249.0,33000.0
2014,Lexus,GS 350,47.0,11423.0,40200.0
2014,Lexus,ES 350,49.0,12545.0,33200.0
2014,Lexus,LS 460,43.0,10719.0,65200.0
2014,Lexus,RX 350,42.0,28827.0,35000.0
2014,Lexus,GS 350,45.0,10872.0,34000.0
2014,Lexus,ES 350,42.0,9925.0,31800.0
2014,Lexus,ES 350,48.0,23654.0,33000.0
2014,Land Rover,Range Rover,5.0,6691.0,79000.0
2014,Lexus,GS 350,46.0,7782.0,36000.0
2014,Lexus,IS 250,43.0,14421.0,31800.0
2014,Lincoln,Navigator,37.0,25031.0,40000.0
2014,Mercedes-Benz,E-Class,5.0,11199.0,40500.0
2014,Mercedes-Benz,E-Class,46.0,10075.0,43000.0
2014,Mercedes-Benz,E-Class,37.0,11794.0,39750.0
2014,Mercedes-Benz,GLK-Class,49.0,18349.0,33800.0
2014,Mercedes-Benz,E-Class,43.0,14508.0,41000.0
2014,Mercedes-Benz,E-Class,44.0,18682.0,40500.0
2014,Mercedes-Benz,E-Class,37.0,20799.0,46750.0
2014,Mercedes-Benz,E-Class,42.0,7813.0,43000.0
2014,Mercedes-Benz,E-Class,42.0,13853.0,42500.0
2014,Mercedes-Benz,E-Class,49.0,2827.0,80000.0
2014,Mercedes-Benz,CLA-Class,4.0,27065.0,31000.0
2014,Mercedes-Benz,GL-Class,47.0,7836.0,90500.0
2014,Mercedes-Benz,M-Class,41.0,24982.0,36200.0
2014,Mercedes-Benz,SLK-Class,49.0,12370.0,36500.0
2014,Mercedes-Benz,M-Class,49.0,31741.0,39750.0
2014,Mercedes-Benz,S-Class,38.0,23267.0,78000.0
2014,Mercedes-Benz,S-Class,5.0,4571.0,84000.0
2014,Mercedes-Benz,SL-Class,37.0,9181.0,67500.0
2014,Nissan,Armada,43.0,12212.0,40600.0
2014,Nissan,Pathfinder,46.0,1441.0,32400.0
2014,Porsche,Cayman,49.0,24288.0,44800.0
2014,Porsche,911,47.0,11366.0,71250.0
2014,Porsche,Cayenne,49.0,16736.0,78000.0
2014,Porsche,Panamera,42.0,40158.0,61500.0
2014,Porsche,911,42.0,11688.0,70250.0
2014,Porsche,Cayman,36.0,7289.0,46400.0
2014,Ram,1500,5.0,1521.0,34000.0
2014,Ram,1500,47.0,19390.0,36500.0
2014,Ram,2500,39.0,15344.0,43600.0
2014,Ram,2500,39.0,4924.0,37500.0
2014,Ram,1500,5.0,10993.0,42800.0
2014,Ram,2500,43.0,30985.0,42500.0
2014,Ram,2500,39.0,37395.0,33600.0
2014,Ram,1500,5.0,328.0,30750.0
2014,Ram,1500,42.0,12496.0,35500.0
2014,Ram,2500,41.0,22637.0,43250.0
2014,Ram,2500,41.0,8662.0,44600.0
2014,Ram,2500,42.0,25623.0,42800.0
2014,Ram,2500,5.0,21544.0,47900.0
2014,Subaru,Outback,49.0,14728.0,31000.0
2014,Subaru,Outback,48.0,6890.0,32800.0
2014,Subaru,Outback,4.0,9176.0,31400.0
2014,Toyota,4Runner,5.0,15980.0,37500.0
2014,Toyota,Tundra,49.0,9414.0,43500.0
2014,Toyota,Tundra,44.0,16328.0,39400.0
2014,Toyota,Tundra,38.0,23276.0,32100.0
2014,Toyota,Sequoia,46.0,31651.0,44700.0
2014,Toyota,Tundra,4.0,14863.0,41400.0
2014,Toyota,Tundra,35.0,26618.0,40500.0
2014,Toyota,FJ Cruiser,35.0,29074.0,32000.0
2014,Volkswagen,Touareg,45.0,16056.0,34000.0
2014,Volkswagen,Touareg,43.0,16939.0,37000.0
2013,Acura,MDX,31.0,13642.0,35500.0
2013,Audi,A5,42.0,10769.0,33600.0
2013,Audi,A5,35.0,12372.0,32000.0
2013,Audi,A6,44.0,17606.0,36000.0
2013,BMW,3 Series,46.0,26023.0,35500.0
2013,BMW,3 Series,5.0,24939.0,33400.0
2013,BMW,3 Series,48.0,40764.0,31750.0
2013,BMW,5 Series,38.0,40864.0,37500.0
2013,BMW,3 Series,42.0,23260.0,34750.0
2013,BMW,5 Series,38.0,12383.0,37500.0
2013,BMW,3 Series,43.0,16221.0,33200.0
2013,BMW,3 Series,41.0,37855.0,35500.0
2013,BMW,5 Series,47.0,25073.0,34300.0
2013,BMW,5 Series,43.0,14456.0,43500.0
2013,Audi,Q5,47.0,17955.0,31800.0
2013,BMW,5 Series,49.0,36074.0,32000.0
2013,Audi,S5,49.0,20338.0,43500.0
2013,BMW,5 Series,41.0,32916.0,35500.0
2013,BMW,5 Series,41.0,22354.0,37000.0
2013,BMW,3 Series,44.0,21015.0,32500.0
2013,BMW,5 Series,42.0,44582.0,38500.0
2013,BMW,5 Series,49.0,29460.0,37250.0
2013,BMW,5 Series,44.0,44912.0,38000.0
2013,Audi,A7,39.0,24558.0,47500.0
2013,BMW,3 Series,43.0,36299.0,33250.0
2013,BMW,5 Series,49.0,18922.0,35200.0
2013,BMW,3 Series,31.0,20342.0,36500.0
2013,Audi,Q7,47.0,23246.0,39000.0
2013,BMW,3 Series,44.0,29403.0,31500.0
2013,BMW,3 Series,44.0,25185.0,36000.0
2013,BMW,3 Series,37.0,40497.0,31000.0
2013,Audi,S5,24.0,25212.0,37000.0
2013,Audi,S4,39.0,31306.0,35600.0
2013,BMW,5 Series,49.0,27210.0,36750.0
2013,Audi,S5,37.0,39275.0,39200.0
2013,BMW,3 Series,47.0,30014.0,34250.0
2013,BMW,5 Series,44.0,24367.0,36800.0
2013,BMW,6 Series,46.0,23165.0,43250.0
2013,BMW,X5,4.0,29319.0,38700.0
2013,BMW,6 Series Gran Coupe,48.0,14282.0,52500.0
2013,BMW,X5,44.0,36924.0,39800.0
2013,BMW,X3,43.0,31612.0,32500.0
2013,BMW,X5,34.0,32809.0,33600.0
2013,BMW,7 Series,43.0,49574.0,39800.0
2013,BMW,X5,33.0,16601.0,41425.0
2013,BMW,M5,48.0,18967.0,65500.0
2013,BMW,6 Series,45.0,23426.0,51500.0
2013,BMW,X5,48.0,36701.0,36000.0
2013,BMW,X5,44.0,42391.0,33500.0
2013,BMW,7 Series,44.0,17025.0,51800.0
2013,BMW,7 Series,43.0,38392.0,39000.0
2013,BMW,7 Series,49.0,25889.0,50600.0
2013,BMW,X3,49.0,11907.0,34500.0
2013,BMW,X3,43.0,36311.0,30750.0
2013,BMW,X5,49.0,33914.0,41400.0
2013,BMW,X5,5.0,47065.0,38000.0
2013,BMW,7 Series,39.0,27221.0,48000.0
2013,BMW,7 Series,45.0,48972.0,38800.0
2013,BMW,6 Series Gran Coupe,49.0,21911.0,51500.0
2013,BMW,X5,46.0,25539.0,39750.0
2013,BMW,M6,4.0,18986.0,62200.0
2013,BMW,X3,5.0,10956.0,31750.0
2013,BMW,6 Series Gran Coupe,44.0,33756.0,49700.0
2013,BMW,X5,45.0,26272.0,43500.0
2013,BMW,7 Series,48.0,23193.0,46400.0
2013,BMW,6 Series,39.0,47890.0,39000.0
2013,BMW,X5,37.0,52834.0,34250.0
2013,BMW,X5,44.0,47737.0,34000.0
2013,BMW,X5,41.0,47541.0,33750.0
2013,BMW,6 Series,44.0,24155.0,48500.0
2013,BMW,X5,4.0,44692.0,36500.0
2013,BMW,7 Series,4.0,20377.0,43000.0
2013,BMW,X5,45.0,33489.0,35500.0
2013,BMW,X5,42.0,28553.0,40500.0
2013,BMW,X3,43.0,14982.0,32000.0
2013,BMW,X5,46.0,6462.0,32600.0
2013,Chevrolet,Silverado 1500,42.0,46639.0,31500.0
2013,BMW,X6,43.0,24275.0,44400.0
2013,Cadillac,XTS,3.0,29377.0,31250.0
2013,BMW,X5 M,49.0,22228.0,61250.0
2013,BMW,X6,27.0,36971.0,40250.0
2013,BMW,X6,27.0,48532.0,38500.0
2013,BMW,X6,38.0,50299.0,42600.0
2013,BMW,X6,37.0,40880.0,41500.0
2013,Cadillac,Escalade,41.0,31516.0,39200.0
2013,Cadillac,Escalade ESV,36.0,13490.0,52000.0
2013,BMW,X6,29.0,10154.0,43800.0
2013,Chevrolet,Suburban,43.0,51030.0,34100.0
2013,BMW,X6,43.0,27332.0,42750.0
2013,BMW,X6,44.0,23959.0,41200.0
2013,Chevrolet,Corvette,48.0,2379.0,49500.0
2013,Chevrolet,Tahoe,34.0,53171.0,31900.0
2013,Chevrolet,Tahoe,39.0,64938.0,31500.0
2013,Chevrolet,Tahoe,41.0,61690.0,31450.0
2013,Dodge,Challenger,47.0,14591.0,37000.0
2013,Dodge,Durango,44.0,26049.0,34000.0
2013,Ford,Expedition,38.0,20454.0,38500.0
2013,Ford,Explorer,48.0,36677.0,33200.0
2013,Ford,Explorer,36.0,22574.0,30900.0
2013,Ford,Expedition,38.0,33968.0,35000.0
2013,Ford,Explorer,44.0,49449.0,31500.0
2013,Ford,Explorer,49.0,21335.0,35000.0
2013,Ford,Expedition,42.0,35676.0,35000.0
2013,Ford,Explorer,42.0,22988.0,30700.0
2013,Ford,F-150,39.0,32909.0,36200.0
2013,Ford,F-150,47.0,23932.0,38100.0
2013,Ford,F-150,5.0,19604.0,37800.0
2013,Ford,F-150,5.0,18729.0,38300.0
2013,Ford,F-150,44.0,39203.0,37600.0
2013,Ford,F-150,41.0,21936.0,31000.0
2013,Ford,F-150,49.0,9494.0,32300.0
2013,Ford,F-250 Super Duty,49.0,16048.0,45000.0
2013,Ford,F-150,37.0,41569.0,31200.0
2013,Ford,F-150,44.0,24708.0,32000.0
2013,Ford,F-150,27.0,22484.0,34100.0
2013,Ford,F-150,37.0,54884.0,34300.0
2013,Ford,F-150,41.0,33481.0,32200.0
2013,Ford,F-150,37.0,48962.0,31500.0
2013,Ford,F-150,35.0,44329.0,33600.0
2013,Ford,Flex,48.0,34978.0,30700.0
2015,Chevrolet,Suburban,4.0,22542.0,44500.0
2015,Chevrolet,Tahoe,47.0,8835.0,45000.0
2015,Chevrolet,Suburban,24.0,28726.0,40750.0
2015,Chevrolet,Suburban,44.0,24517.0,44100.0
2015,Chevrolet,Tahoe,42.0,31585.0,49400.0
2015,Chevrolet,Suburban,42.0,29343.0,43600.0
2015,Chevrolet,Tahoe,4.0,9063.0,48600.0
2015,Chevrolet,Suburban,4.0,27715.0,49100.0
2013,Ford,Mustang,48.0,12668.0,37600.0
2013,GMC,Yukon,41.0,56206.0,36500.0
2013,GMC,Sierra 2500HD,4.0,22177.0,45750.0
2013,GMC,Sierra 2500HD,43.0,52594.0,34100.0
2013,GMC,Sierra 2500HD,5.0,15233.0,47400.0
2013,GMC,Yukon XL,5.0,16972.0,47500.0
2013,GMC,Yukon XL,41.0,76584.0,31000.0
2013,Honda,Pilot,49.0,20842.0,32750.0
2013,Infiniti,G Convertible,44.0,14819.0,31800.0
2013,Infiniti,G Convertible,44.0,12482.0,33600.0
2013,Infiniti,G Convertible,43.0,14334.0,32600.0
2013,Infiniti,QX,27.0,43061.0,38200.0
2013,Infiniti,JX,44.0,31192.0,33000.0
2013,Infiniti,JX,46.0,23027.0,32200.0
2013,Infiniti,QX,43.0,55024.0,36500.0
2013,Infiniti,JX,47.0,31585.0,33600.0
2013,Infiniti,JX,4.0,42134.0,31250.0
2013,Infiniti,JX,43.0,32973.0,30800.0
2013,Infiniti,JX,46.0,28058.0,30600.0
2013,Infiniti,JX,35.0,36178.0,30800.0
2013,Jaguar,XJ,46.0,46097.0,41900.0
2013,Infiniti,JX,41.0,27344.0,34300.0
2013,Infiniti,QX,28.0,39382.0,39200.0
2013,Infiniti,QX,31.0,55438.0,37300.0
2013,Infiniti,QX,43.0,9141.0,50600.0
2013,Infiniti,JX,39.0,31077.0,32000.0
2013,Infiniti,JX,42.0,30421.0,32400.0
2013,Infiniti,JX,41.0,19630.0,35300.0
2013,Infiniti,JX,49.0,40258.0,31000.0
2013,Jaguar,XJ,26.0,15598.0,41500.0
2013,Infiniti,QX,37.0,52732.0,36800.0
2013,Infiniti,JX,39.0,22599.0,34000.0
2013,Infiniti,JX,44.0,7322.0,38600.0
2013,Jeep,Grand Cherokee,45.0,28727.0,30600.0
2013,Jeep,Wrangler,47.0,25404.0,37000.0
2013,Land Rover,LR4,41.0,44440.0,40500.0
2013,Land Rover,Range Rover Evoque,43.0,43783.0,32500.0
2013,Lexus,GS 350,47.0,28270.0,31200.0
2013,Lexus,GS 350,42.0,20216.0,31000.0
2013,Land Rover,Range Rover Evoque,41.0,37695.0,33250.0
2013,Land Rover,Range Rover Sport,36.0,50163.0,37900.0
2013,Lexus,GS 350,43.0,14518.0,32000.0
2013,Lexus,GS 350,37.0,31526.0,31900.0
2013,Lexus,GS 350,38.0,15702.0,34000.0
2013,Lexus,GS 350,42.0,13692.0,35000.0
2013,Lexus,GS 350,44.0,25706.0,31600.0
2013,Land Rover,Range Rover Evoque,42.0,12621.0,36000.0
2013,Land Rover,Range Rover,27.0,19346.0,81500.0
2013,Lexus,ES 350,48.0,18015.0,30600.0
2013,Lexus,GS 350,42.0,24176.0,31600.0
2013,Lexus,GS 350,44.0,19239.0,31200.0
2013,Lexus,GS 350,37.0,17680.0,34400.0
2013,Lexus,GS 350,44.0,22136.0,35400.0
2013,Lexus,GS 350,44.0,29071.0,31200.0
2013,Lexus,GS 350,43.0,13802.0,32800.0
2013,Lexus,GS 350,41.0,21344.0,34000.0
2013,Lexus,GS 350,44.0,14961.0,32200.0
2013,Lexus,GS 350,42.0,25349.0,31400.0
2013,Lexus,GS 350,43.0,23712.0,30600.0
2013,Lexus,GS 350,48.0,15347.0,32400.0
2013,Lexus,GS 350,45.0,29482.0,34000.0
2013,Lexus,GS 350,49.0,13927.0,32800.0
2013,Lexus,RX 350,43.0,19164.0,33600.0
2013,Lexus,RX 350,41.0,8721.0,33400.0
2013,Lexus,RX 350,43.0,16382.0,35000.0
2013,Lexus,GX 460,49.0,64446.0,37800.0
2013,Lexus,RX 350,44.0,17791.0,31000.0
2013,Lexus,RX 450h,44.0,32949.0,35200.0
2013,Lexus,LX 570,46.0,44571.0,54500.0
2013,Lexus,RX 350,45.0,25571.0,33600.0
2013,Lexus,RX 350,46.0,16402.0,31200.0
2013,Lexus,RX 350,44.0,25875.0,31400.0
2013,Lexus,LX 570,46.0,20937.0,63000.0
2013,Lincoln,MKX,42.0,15475.0,31200.0
2013,Lexus,RX 450h,43.0,47680.0,31200.0
2013,Lexus,RX 350,44.0,15198.0,32200.0
2013,Lexus,RX 350,41.0,32904.0,31000.0
2013,Lexus,RX 350,43.0,13749.0,33200.0
2013,Lexus,RX 350,43.0,23428.0,34000.0
2013,Lexus,RX 350,45.0,6582.0,36800.0
2013,Lexus,RX 350,39.0,26343.0,32800.0
2013,Lexus,RX 350,41.0,27198.0,32500.0
2013,Lexus,RX 350,33.0,27210.0,30700.0
2013,Lincoln,MKX,49.0,23917.0,31500.0
2013,Maserati,GranTurismo,46.0,6409.0,82000.0
2013,Lincoln,Navigator,42.0,35275.0,33000.0
2013,Mercedes-Benz,GL-Class,34.0,32147.0,40800.0
2013,Mercedes-Benz,E-Class,36.0,29101.0,34000.0
2013,Mercedes-Benz,E-Class,42.0,23550.0,31000.0
2013,Mercedes-Benz,GL-Class,39.0,47466.0,40000.0
2013,Mercedes-Benz,G-Class,48.0,27275.0,107500.0
2013,Mercedes-Benz,GL-Class,38.0,33296.0,40800.0
2013,Mercedes-Benz,GL-Class,23.0,42477.0,40500.0
2013,Mercedes-Benz,GL-Class,44.0,38339.0,48500.0
2013,Nissan,370Z,47.0,15656.0,34200.0
2013,Mercedes-Benz,M-Class,4.0,29986.0,37250.0
2013,Mercedes-Benz,GL-Class,35.0,43448.0,40250.0
2013,Mercedes-Benz,GL-Class,27.0,43321.0,56000.0
2013,Mercedes-Benz,S-Class,37.0,22660.0,51500.0
2013,Mercedes-Benz,M-Class,4.0,25722.0,34500.0
2013,Mercedes-Benz,GLK-Class,43.0,14410.0,31750.0
2013,Mercedes-Benz,M-Class,39.0,39404.0,33000.0
2013,Mercedes-Benz,Sprinter,38.0,7292.0,35600.0
2013,Mercedes-Benz,GLK-Class,5.0,13133.0,30750.0
2013,Mercedes-Benz,S-Class,46.0,24850.0,56250.0
2013,Mercedes-Benz,S-Class,46.0,29262.0,50500.0
2013,Mercedes-Benz,M-Class,4.0,55902.0,31000.0
2015,Acura,MDX,34.0,8131.0,41600.0
2015,Audi,Q5,45.0,3901.0,37750.0
2015,BMW,5 Series,47.0,1748.0,54200.0
2015,Ford,F-250 Super Duty,43.0,18612.0,31000.0
2015,Ford,F-250 Super Duty,39.0,10452.0,52000.0
2015,Ford,F-250 Super Duty,5.0,4128.0,52100.0
2015,Ford,F-250 Super Duty,49.0,15964.0,48250.0
2015,Ford,F-150,5.0,271.0,54200.0
2013,Mercedes-Benz,S-Class,41.0,25288.0,49000.0
2013,Mercedes-Benz,S-Class,4.0,17565.0,51700.0
2013,Mercedes-Benz,S-Class,37.0,10678.0,54000.0
2013,Mercedes-Benz,S-Class,37.0,35699.0,47000.0
2013,Mercedes-Benz,SL-Class,29.0,20432.0,65500.0
2013,Mercedes-Benz,S-Class,19.0,55168.0,38500.0
2013,Nissan,Armada,41.0,36617.0,33600.0
2013,Ram,1500,5.0,42554.0,32250.0
2013,Ram,1500,42.0,15626.0,30600.0
2013,Ram,2500,33.0,35718.0,34000.0
2013,Ram,1500,44.0,31360.0,33000.0
2013,Tesla,Model S,36.0,18464.0,64500.0
2013,Toyota,4Runner,47.0,33479.0,35750.0
2013,Toyota,Land Cruiser,5.0,47848.0,49500.0
2013,Toyota,Tundra,35.0,19600.0,35000.0
2013,Toyota,Tundra,43.0,35590.0,38400.0
2013,Toyota,Sequoia,43.0,18190.0,31250.0
2015,GMC,Yukon,19.0,12347.0,42750.0
2015,GMC,Terrain,5.0,810.0,31100.0
2012,Audi,A8,4.0,44288.0,40000.0
2012,BMW,5 Series,45.0,23503.0,30800.0
2012,BMW,5 Series,23.0,16312.0,31000.0
2012,BMW,X5 M,43.0,41100.0,46000.0
2012,Chevrolet,Avalanche,43.0,47731.0,34000.0
2012,Cadillac,Escalade,23.0,19883.0,36000.0
2012,Ford,F-150,47.0,22696.0,33900.0
2012,Ford,Expedition,36.0,48579.0,31700.0
2012,Ford,Expedition,43.0,44204.0,32500.0
2012,Ford,F-150,45.0,33916.0,33900.0
2012,Ford,F-150,42.0,30560.0,32700.0
2012,Ford,Expedition,48.0,29764.0,34200.0
2012,Ford,F-150,44.0,35209.0,35600.0
2012,Ford,F-150,35.0,44867.0,34100.0
2012,Ford,F-150,44.0,21455.0,30600.0
2012,Ford,Expedition,38.0,36534.0,33800.0
2012,Ford,F-150,5.0,45447.0,32300.0
2015,Hyundai,Genesis,47.0,8670.0,35100.0
2015,Infiniti,QX60,5.0,7303.0,44000.0
2015,Infiniti,QX80,5.0,12213.0,64500.0
2012,Ford,F-250 Super Duty,41.0,65655.0,39700.0
2012,Ford,F-250 Super Duty,47.0,87104.0,36500.0
2012,GMC,Acadia,44.0,26227.0,31200.0
2012,GMC,Yukon,39.0,33059.0,41100.0
2012,GMC,Acadia,5.0,26924.0,32600.0
2012,GMC,Sierra 1500,44.0,32517.0,33300.0
2012,GMC,Sierra 2500HD,47.0,71812.0,39800.0
2012,Infiniti,FX,44.0,38071.0,30600.0
2012,Infiniti,G Convertible,43.0,17486.0,30750.0
2012,Infiniti,QX,46.0,38854.0,43500.0
2012,Infiniti,M,43.0,33834.0,31250.0
2012,Infiniti,QX,35.0,53660.0,39300.0
2012,Infiniti,QX,32.0,48446.0,40000.0
2015,Jeep,Grand Cherokee,35.0,5573.0,32000.0
2015,Jeep,Grand Cherokee,49.0,7479.0,34800.0
2015,Jeep,Cherokee,5.0,1865.0,32500.0
2015,Jeep,Grand Cherokee,49.0,12153.0,34600.0
2012,Land Rover,Range Rover,49.0,42255.0,43200.0
2012,Land Rover,Range Rover Evoque,46.0,39702.0,33200.0
2012,Land Rover,Range Rover Evoque,3.0,24716.0,38000.0
2012,Lexus,LS 460,31.0,12524.0,34800.0
2012,Mercedes-Benz,GL-Class,43.0,28820.0,41500.0
2012,Mercedes-Benz,M-Class,36.0,29619.0,33000.0
2012,Mercedes-Benz,GL-Class,31.0,41019.0,36000.0
2012,Mercedes-Benz,CLS-Class,41.0,46590.0,53000.0
2012,Mercedes-Benz,CLS-Class,49.0,37185.0,59000.0
2012,Mercedes-Benz,CL-Class,38.0,23587.0,65000.0
2012,Mercedes-Benz,GL-Class,5.0,54694.0,35300.0
2012,Porsche,Cayenne,43.0,35666.0,44250.0
2012,Ram,2500,35.0,91761.0,34000.0
2015,Jeep,Wrangler,49.0,18425.0,36600.0
2015,Jeep,Wrangler,44.0,431.0,40000.0
2015,Jeep,Wrangler,19.0,18447.0,35600.0
2012,Toyota,4Runner,41.0,99273.0,32600.0
2012,Rolls-Royce,Ghost,44.0,5215.0,167000.0
2012,Volkswagen,Touareg,43.0,57991.0,31500.0
2011,Chevrolet,Silverado 2500HD,4.0,61662.0,36500.0
2011,Bentley,Continental Flying Spur Speed,43.0,5697.0,106500.0
2011,Dodge,Challenger,44.0,23231.0,32500.0
2011,GMC,Yukon,36.0,51078.0,33700.0
2011,Jaguar,XJ,38.0,31000.0,36000.0
2011,Lexus,LS 460,32.0,49099.0,31400.0
2011,Land Rover,Range Rover,34.0,72999.0,31200.0
2011,Mercedes-Benz,GL-Class,33.0,40890.0,33750.0
2011,Ram,2500,41.0,75769.0,32250.0
2011,Ram,3500,38.0,117059.0,32500.0
2015,Mercedes-Benz,C-Class,42.0,5443.0,39000.0
2015,Lexus,IS 250,5.0,382.0,33200.0
2015,Lexus,GX 460,43.0,7621.0,45400.0
2015,Lexus,RX 350,5.0,6715.0,45600.0
2015,Lexus,RX 350,46.0,11675.0,36800.0
2015,Mercedes-Benz,C-Class,5.0,3563.0,38750.0
2015,Mercedes-Benz,GLA-Class,49.0,3161.0,32000.0
2015,Lexus,RC 350,5.0,3824.0,45000.0
2015,Lexus,RX 350,45.0,12260.0,37000.0
2015,Lexus,ES 350,49.0,5489.0,32600.0
2015,Lexus,ES 350,5.0,4700.0,33000.0
2015,Mercedes-Benz,S-Class,46.0,3816.0,124500.0
2015,Mercedes-Benz,GLA-Class,49.0,3655.0,32000.0
2010,Ford,F-150,44.0,18701.0,30900.0
2009,BMW,6 Series,36.0,24471.0,33750.0
2009,Cadillac,Escalade,41.0,58452.0,31300.0
2015,Mercedes-Benz,S-Class,46.0,8628.0,108000.0
2015,Mercedes-Benz,S-Class,44.0,5891.0,107000.0
2008,Chevrolet,Corvette,45.0,20056.0,32600.0
2008,Mercedes-Benz,S-Class,39.0,47707.0,38750.0
2007,Porsche,911,35.0,23057.0,62000.0
2014,Audi,S4,43.0,8758.0,42500.0
2014,Audi,A8,45.0,4002.0,59000.0
2005,Bentley,Continental GT,38.0,58331.0,41800.0
2015,Chevrolet,Silverado 2500HD,48.0,16394.0,49200.0
2015,Chevrolet,Silverado 3500HD,47.0,5958.0,42100.0
2015,Chevrolet,Silverado 2500HD,42.0,32479.0,47000.0
2015,Chevrolet,Silverado 2500HD,5.0,12538.0,41000.0
2015,Chevrolet,Camaro,44.0,3470.0,32500.0
2014,Buick,Enclave,43.0,29667.0,31000.0
2014,BMW,7 Series,48.0,29489.0,40000.0
2014,Buick,Enclave,4.0,22996.0,33900.0
2014,Cadillac,CTS,44.0,24612.0,36400.0
2014,Chevrolet,Silverado 1500,42.0,12145.0,44000.0
2014,Chevrolet,Silverado 2500HD,5.0,23558.0,38000.0
2014,Chevrolet,Silverado 2500HD,43.0,21268.0,37600.0
2014,Chevrolet,Silverado 1500,42.0,27378.0,37500.0
2014,Chevrolet,Silverado 1500,43.0,13244.0,31800.0
2014,Chevrolet,Tahoe,44.0,36628.0,42800.0
2014,Chevrolet,Tahoe,3.0,27000.0,36900.0
2014,Dodge,Challenger,39.0,8039.0,37000.0
2014,Ram,1500,44.0,19256.0,34500.0
2014,Ram,1500,43.0,24361.0,34300.0
2014,Dodge,Durango,49.0,26996.0,34300.0
2014,Ford,F-350 Super Duty,44.0,29510.0,46500.0
2014,Ford,F-350 Super Duty,36.0,62071.0,41500.0
2014,Ford,F-350 Super Duty,49.0,2084.0,48500.0
2014,Ford,Expedition,43.0,36160.0,33100.0
2014,Ford,Expedition,44.0,36738.0,32400.0
2014,Ford,Expedition,48.0,46484.0,33900.0
2014,Ford,Expedition,44.0,34582.0,36000.0
2014,Ford,Expedition,5.0,36485.0,31700.0
2014,Ford,Expedition,35.0,32092.0,32000.0
2014,Ford,Expedition,42.0,38064.0,33800.0
2014,Ford,F-150,5.0,1940.0,55750.0
2014,Ford,F-250 Super Duty,5.0,42239.0,30900.0
2014,Ford,F-150,47.0,36569.0,33500.0
2014,Ford,F-150,48.0,12350.0,37500.0
2014,Ford,F-150,43.0,4479.0,39100.0
2014,Ford,F-150,5.0,19298.0,37900.0
2014,Ford,Flex,44.0,20397.0,32900.0
2014,GMC,Sierra 1500,47.0,26125.0,37600.0
2014,GMC,Yukon XL,39.0,41044.0,33500.0
2014,GMC,Sierra 1500,39.0,19670.0,45800.0
2014,GMC,Sierra 1500,47.0,23860.0,35000.0
2014,Honda,Odyssey,33.0,8130.0,31000.0
2014,Honda,Pilot,43.0,13763.0,30600.0
2014,Infiniti,Q50,47.0,17969.0,32000.0
2014,Infiniti,Q60 Coupe,46.0,5547.0,31500.0
2014,Infiniti,QX80,37.0,41773.0,44250.0
2014,Jaguar,XF,43.0,12069.0,37000.0
2014,Infiniti,QX80,42.0,22644.0,57250.0
2014,Infiniti,QX60,44.0,6429.0,37500.0
2014,Infiniti,QX60,49.0,7646.0,33500.0
2014,Infiniti,QX80,48.0,7330.0,59000.0
2014,Infiniti,Q60 Convertible,48.0,20032.0,36500.0
2014,Infiniti,Q60 Convertible,44.0,7890.0,37000.0
2014,Jeep,Grand Cherokee,46.0,25057.0,37500.0
2014,Jeep,Grand Cherokee,44.0,8627.0,38500.0
2014,Jeep,Wrangler,44.0,9840.0,33800.0
2014,Jeep,Wrangler,5.0,13485.0,32000.0
2014,Jeep,Grand Cherokee,5.0,23844.0,32200.0
2014,Jeep,Wrangler,45.0,8446.0,32000.0
2014,Land Rover,Range Rover Sport,39.0,12667.0,66400.0
2014,Land Rover,Range Rover,42.0,29657.0,79250.0
2014,Lexus,IS 250,48.0,13728.0,33400.0
2014,Lexus,IS 350,41.0,38855.0,34000.0
2014,Lexus,RX 350,36.0,18975.0,34800.0
2014,Lexus,IS 250,44.0,10950.0,33700.0
2014,Lexus,RX 350,45.0,24740.0,38000.0
2014,Lexus,IS 250,45.0,15900.0,32800.0
2014,Mercedes-Benz,E-Class,45.0,9583.0,36000.0
2014,Mercedes-Benz,E-Class,48.0,22815.0,39000.0
2014,Mercedes-Benz,CLS-Class,39.0,23252.0,45000.0
2014,Mercedes-Benz,E-Class,46.0,8880.0,44000.0
2014,Mercedes-Benz,S-Class,47.0,9810.0,66500.0
2014,Mercedes-Benz,M-Class,46.0,19274.0,36000.0
2014,Mercedes-Benz,G-Class,49.0,3936.0,86000.0
2014,Mercedes-Benz,M-Class,45.0,17540.0,36000.0
2014,Mercedes-Benz,E-Class,36.0,26377.0,40500.0
2014,Mercedes-Benz,E-Class,49.0,12594.0,53750.0
2014,Mercedes-Benz,M-Class,37.0,12691.0,38000.0
2014,Mercedes-Benz,G-Class,47.0,17151.0,78000.0
2014,Nissan,Armada,46.0,14852.0,38250.0
2014,Nissan,Murano,43.0,8506.0,30600.0
2015,Chevrolet,Suburban,2.0,32976.0,40600.0
2015,Chevrolet,Tahoe,38.0,25938.0,51400.0
2015,Chevrolet,Suburban,46.0,24057.0,53700.0
